Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1736435316,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1736435317,10,,Aggregated,0.000000,0.000000,160,390,500,500,500,500,500,500,500,500,500,24,0,160.0,271.4051478332446,76.09604600020248,500.92893499959246,10225.125
1736435318,20,,Aggregated,0.000000,0.000000,210,390,410,410,500,500,500,500,500,500,500,47,0,210.0,281.1562538722876,76.09604600020248,500.92893499959246,10216.0
1736435319,30,,Aggregated,1.000000,0.000000,230,410,490,500,600,600,600,600,600,600,600,69,0,230.0,311.2817853622695,76.09604600020248,603.6833230000411,10093.492753623188
1736435320,40,,Aggregated,12.000000,0.000000,330,410,500,590,800,810,810,810,810,810,810,90,0,310.0,365.6007810444004,76.09604600020248,814.1086159998849,10205.2
1736435321,50,,Aggregated,16.000000,0.000000,410,440,500,600,810,910,910,910,910,910,910,116,0,400.0,410.6264234913216,76.09604600020248,908.6440639998727,10078.853448275862
1736435322,60,,Aggregated,18.500000,0.000000,350,430,500,600,810,880,910,910,910,910,910,158,0,330.0,383.24443963285313,76.09604600020248,908.6440639998727,9895.721518987342
1736435323,70,,Aggregated,18.000000,0.000000,380,490,600,600,810,900,910,910,910,910,910,170,0,380.0,409.85025498818715,76.09604600020248,908.6440639998727,9920.5
1736435324,80,,Aggregated,19.833333,0.000000,410,590,630,810,900,910,940,1000,1100,1100,1100,200,0,410.0,457.43973882995493,76.09604600020248,1066.4972900003704,10014.67
1736435325,90,,Aggregated,22.571429,0.000000,400,580,600,700,880,900,910,990,1100,1100,1100,242,0,390.0,444.45173190491573,76.09604600020248,1066.4972900003704,9884.913223140496
1736435326,100,,Aggregated,21.250000,0.000000,380,500,600,610,880,900,910,990,1100,1100,1100,278,0,380.0,431.1154919028324,76.09604600020248,1066.4972900003704,9870.557553956834
